CO_CNES,Razao_Social,Nome_Fantasia,CO_CEP,Cidade,UF,estado_municipio.1,LAT,LONG
9939768,COMERCIO DE MEDICAMENTOS BRAIR LTDA,SAO JOAO FARMACIAS,99025580,Passo Fundo,RS,RS,-28.2576,-52.4091
9938060,HEMATO SERVICOS DE HEMOTERAPIA LTDA,HEMATO SERVICOS DE HEMOTERAPIA LTDA,55031330,Caruaru,PE,PE,-8.28455,-35.9699
9947752,CONSORCIO INTERMUNICIPAL DE SAUDE REDE DE URGENCIA MACRO NOR,USB FRANCISCO BADARO,39644000,Francisco Badaro,MG,MG,-16.9883,-42.3568
9941975,CENTRAL MUNICIPAL DE REDE DE FRIO,CENTRAL MUNICIPAL DE REDE DE FRIO,35350000,Raul Soares,MG,MG,-20.1061,-42.4502
6280269,NUTRIMED SERV MEDICOS EM NUTRICAO PARENTERAL E ENTERAL LTDA,NUTRIMED,28030100,Campos dos Goytacazes,RJ,RJ,-21.7622,-41.3181
67911,COLSAN ASSOCIACAO BENEFICENTE DE COLETA DE SANGUE,AGENCIA TRANSFUSIONAL NO HOSPITAL REGIONAL DE REGISTRO,11900000,Registro,SP,SP,-24.4979,-47.8449
103624,PREFEITURA DE MONDAI,CENTRAL MUNICIPAL DE REDE DE FRIOS,89893000,Mondai,SC,SC,-27.1008,-53.4032
113441,MUNICIPIO DE BARRA DE SANTO ANTONIO,PAM SAO SEBASTIAO,57925000,Barra de Santo Antonio,AL,AL,-9.4023,-35.5101
9936971,FARMACIA VIVER LTDA,FARMACIA VIVER,13334050,Indaiatuba,SP,SP,-23.0816,-47.2101
9938583,DIMED SA DISTRIBUIDORA DE MEDICAMENTOS,PANVEL FARMACIAS,88801110,Criciuma,SC,SC,-28.6723,-49.3729
104302,MUNICIPIO DE AGUAS BELAS,CENTRAL MUNICIPAL DE REDE DE FRIO DE AGUAS BELAS,55340000,Aguas Belas,PE,PE,-9.11125,-37.1226
9982272,CONSORCIO INT DE URG E EMERG DO NOROESTE DO PR CIUENP,SAMU 192 UNIDADE DE SUPORTE AVANCADO 06 DE LOANDA,87900000,Loanda,PR,PR,-22.9232,-53.1362
971804,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIA PAGUE MENOS,45028610,Vitoria da Conquista,BA,BA,-14.8615,-40.8442
981036,FARMACIA E DROGARIA NISSEI S A,DROGARIA NISSEI,80240030,Curitiba,PR,PR,-25.4195,-49.2646
2923130,FARMACIA E DROGARIA VIVA LTDA,VIVA FARMA,96040000,Pelotas,RS,RS,-31.7649,-52.3371
2928043,OLIVEIRA CACULA COMERCIO DE MEDICAMENTOS E PERFUMARIA LTDA,FARMACIA DIVINO,47960000,Angical,BA,BA,-12.0063,-44.7003
2929554,FARMACIA DE MINAS,FARMACIA DE TODOS,36828000,Orizania,MG,MG,-20.5142,-42.1991
2865866,VITA HEMOTERAPIA LTDA,VITA HEMOTERAPIA SANTA CLARA,38400124,Uberlandia,MG,MG,-18.9141,-48.2749
977373,MUNICIPIO DE JAQUIRANA,FARMACIA MUNICIPAL,95420000,Jaquirana,RS,RS,-28.8811,-50.3637
948837,PREFEITURA DE AUGUSTINOPOLIS,UPA UNIDADE DE P A EDITO CAYRES DE AUGUSTINOPOLIS,77960000,Augustinopolis,TO,TO,-5.46863,-47.8863
4006984,ARAUJO ROCHA DROGARIA LTDA,REDE DROGARIA LUCIVAINE,45810000,Porto Seguro,BA,BA,-16.4435,-39.0643
4014812,DIMED S A DISTRIBUIDORA DE MEDICAMENTOS,PANVEL FARMACIAS,92310240,Canoas,RS,RS,-29.9128,-51.1857
4003780,DROGARIA FILIAL LTDA,DROGARIA SOUZA,36010010,Juiz de Fora,MG,MG,-21.7595,-43.3398
3988848,SERVICOS DE HEMATOLOGIA E HEMOTERAPIA LTDA HEMOSERVICE,HEMOSERVICE HORTO,31015065,Belo Horizonte,MG,MG,-19.9102,-43.9266
4034864,COOPERATIVA LANGUIRU LTDA,FARMACIA LANGUIRU,95890000,Teutonia,RS,RS,-29.4482,-51.8044
4106253,MUNICIPIO DE INDIARA,CENTRAL DE ABASTECIMENTO FARMACEUTICO CAF,75955000,Indiara,GO,GO,-17.1387,-49.9862
4106776,RLF JOAO ZARDO LTDA,RLF JOAO ZARDO,89564432,Videira,SC,SC,-27.0086,-51.1543
4088794,DROGALESSA LTDA,DROGALESSA,36045120,Juiz de Fora,MG,MG,-21.7595,-43.3398
4080246,FARMACIA FRAGATAS LTDA,FARMACIA FRAGATAS,96215700,Rio Grande,RS,RS,-32.0349,-52.1071
4018877,COMERCIO DE MEDICAMENTOS BRAIR LTDA,SAO JOAO FARMACIAS,93420400,Novo Hamburgo,RS,RS,-29.6875,-51.1328
4053265,ECONOMICA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,FARMA ECONOMICA,45810000,Porto Seguro,BA,BA,-16.4435,-39.0643
4086392,ALMEIDA COMERCIO E LOCACAO LTDA,DROGARIA CARAJAS,68515000,Parauapebas,PA,PA,-6.06781,-49.9037
4067452,FARMACIA GOOD FARMA LTDA,GOOD FARMA,61936480,Maracanau,CE,CE,-3.86699,-38.6259
4087410,CIA LATINO AMERICANA DE MEDICAMENTOS,FARMACIA PRECO POPULAR,89026201,Blumenau,SC,SC,-26.9155,-49.0709
4098498,WILSON TENFEN CIA LTDA,FARMACIA SAO LUCAS,88750000,Braco do Norte,SC,SC,-28.2681,-49.1701
4101340,MASTER FORMULA FARMACIA DE MANIPULACAO LTDA,FARMACONDE CAMPOS DO JORDAO,12460000,Campos do Jordao,SP,SP,-22.7296,-45.5833
4108205,MUNICIPIO DE SAO VICENTE,PRONTO SOCORRO RIO BRANCO SAO VICENTE,11347000,Sao Vicente,SP,SP,-23.9574,-46.3883
4075234,J M A DIMURO,J M A DIMURO,96085470,Pelotas,RS,RS,-31.7649,-52.3371
4092236,MUNICIPIO DE CATU,AMBULANCIA SANITARIA DE CATU PLY6F63,48110000,Catu,BA,BA,-12.3513,-38.3791
4053508,COOP COOPERATIVA DE CONSUMO,COOP COOPERATIVA DE CONSUMO,9040011,Santo Andre,SP,SP,-23.6737,-46.5432
4053826,MUNICIPIO DE DELFIM MOREIRA,UNIDADE DE VIGILANCIA EM SAUDE DE DELFIM MOREIRA,37514000,Delfim Moreira,MG,MG,-22.5036,-45.2792
4085531,COMERCIO DE MEDICAMENTOS BRAIR LTDA,SAO JOAO FARMACIAS,94431800,Viamao,RS,RS,-30.0819,-51.0194
4051084,IMIFARMA PRODUTOS FARMACEUTICOS E COSMETICOS SA,IMIFARMA,61932005,Maracanau,CE,CE,-3.86699,-38.6259
4026209,FARMACIA VIVAMED LTDA,AGAFARMA FARMACIA VIVAMED,96745000,Charqueadas,RS,RS,-29.9625,-51.6289
4026160,DROGARIA AM FARMA LTDA,DROGARIA SILVA,35500003,Divinopolis,MG,MG,-20.1446,-44.8912
4052307,CENTRO DE ABASTECIMENTO FARMACEUTICO DE NOVO ARIPUANA,CAF SEMSA,69260000,Novo Aripuana,AM,AM,-5.12593,-60.3732
4053478,J DA S CAMPOS,FARMACIA BOM PRECO,45816000,Porto Seguro,BA,BA,-16.4435,-39.0643
4038622,MUNICIPIO DE QUIXABEIRA,CENTRAL DE ASSISTENCIA FARMACEUTICA,44713099,Quixabeira,BA,BA,-11.4031,-40.12
4072162,WF CONTROL APOIO A GESTAO DE SAUDE E ATIVIDADES EMPRESARIAIS,UNIDADE MOVEL TIPO D USA WF 35,69053135,Manaus,AM,AM,-3.11866,-60.0212
4074394,SC FARMARAGGI LTDA,FARMARAGGI,87535000,Xambre,PR,PR,-23.7364,-53.4884
4072197,WF CONTROL APOIO A GESTAO DE SAUDE E ATIVIDADES EMPRESARIAIS,UNIDADE MOVEL TIPO D USA WF 40,69053135,Manaus,AM,AM,-3.11866,-60.0212
4086961,RAIA DROGASIL S A,RAIA DROGASIL S A,79020121,Campo Grande,MS,MS,-20.4486,-54.6295
4074556,CCG FARMACIA E DROGARIA LTDA,FARMAIS,89030100,Blumenau,SC,SC,-26.9155,-49.0709
4076583,ORLANDO F PINTO JUNIOR,AGAFARMA SITIO FLORESTA,96070510,Pelotas,RS,RS,-31.7649,-52.3371
9598561,FARMACIA REDEMED VDC LTDA,FARMACIA REDEMED,45000755,Vitoria da Conquista,BA,BA,-14.8615,-40.8442
9595465,ENSEG ENGENHARIA DE SEGURANCA DO TRABALHO LTDA,ENSEG ENGENHARIA DE SEGURANCA DO TRABALHO,95900020,Lajeado,RS,RS,-29.4591,-51.9644
9594299,UHLIG E KLEMZ FARMACIA LTDA,FARMACIA UHLIG,29615000,Laranja da Terra,ES,ES,-19.8994,-41.0621
9571507,MUNICIPIO DE TUCUMA,CAF CENTRAL DE ABASTECIMENTO FARMACEUTICO,68385000,Tucuma,PA,PA,-6.74687,-51.1626
9536779,PREFEITURA MUNICIPAL DE SANTANA DO PARAISO,FARMACIA DE TODOS DE SANTANA DO PARAISO,35179000,Santana do Paraiso,MG,MG,-19.3661,-42.5446
9572147,LUCIA BEATRIZ ALTHOFF SOUZA CIA LTDA,MARIA ROCHA MANIPULACAO DE FORMULAS E PRODUTOS NATURAIS,88701100,Tubarao,SC,SC,-28.4713,-49.0144
9395245,M C FRAGOSO MEDICAMENTOS ME,FARMACIA SAO BERNARDO,85390000,Virmond,PR,PR,-25.3829,-52.1987
9364595,MUNICIPIO DE CAVALCANTE,FARMACIA BASICA MUNICIPAL DE CAVALCANTE,73790000,Cavalcante,GO,GO,-13.7976,-47.4566
9395954,FARMACIA RIO GRANDE LTDA ME,FARMACIA MADEIRA,78896071,Sorriso,MT,MT,-12.5425,-55.7211
9373802,MUNICIPIO DE PARAGOMINAS,FARMACIA MUNICIPAL POLO I,68625410,Paragominas,PA,PA,-3.00212,-47.3527
9380582,MUNICIPIO DE ITU,SVO SERVICO DE VERIFICACAO DE OBITO,13313001,Itu,SP,SP,-23.2544,-47.2927
9378553,MANIPULACAO LODI E LOUREIRO LTDA ME,MANIPULAR FARMACIA DE MANIPULACAO,29780000,Sao Gabriel da Palha,ES,ES,-19.0182,-40.5365
9594175,VITA HEMOTERAPIA LTDA,VITA HEMOTERAPIA AGENCIA TRANSFUSIONAL VERA CRUZ,30190134,Belo Horizonte,MG,MG,-19.9102,-43.9266
9616985,FAMA DSG LTDA,DROGARIAS FARMELHOR,39340000,Coracao de Jesus,MG,MG,-16.6841,-44.3635
9433163,HEMATO SERVICOS DE HEMOTERAPIA LTDA,HEMATO SERVICOS DE HEMOTERAPIA LTDA,50070475,Recife,PE,PE,-8.04666,-34.8771
9607730,MUNICIPIO DE LARANJEIRAS DO SUL,FARMACIA BASICA MUNICIPAL DO CELESTE,85303180,Laranjeiras do Sul,PR,PR,-25.4077,-52.4109
9605916,PREFEITURA MUNICIPAL DE ITAUBA,FARMACIA BASICA MUNICIPAL DE ITAUBA,78510000,Itauba,MT,MT,-11.0614,-55.2766
9427120,MUNICIPIO DE CONCEICAO DO ALMEIDA,CAF CENTRO DE ESTABELECIMENTO FARMACEUTICO DE C DO ALMEIDA,44540000,Conceicao do Almeida,BA,BA,-12.7836,-39.1715
9609725,PREFEITURA MUNICIPAL DA ESTANCIA TURISTICA DE OLIMPIA,FARMACIA MUNICIPAL DE OLIMPIA,15400071,Olimpia,SP,SP,-20.7366,-48.9106
9432604,FARMACIA NOVA CONQUISTA LTDA,MAIS ECONOMICA,45026100,Vitoria da Conquista,BA,BA,-14.8615,-40.8442
9602453,RAIA DROGASIL S A,RAIA 821 SP REAL PARQUE B,5684030,Sao Paulo,SP,SP,-23.5329,-46.6395
2961067,DROGARIA MIX FARMA LTDA,DROGARIA MIX FARMA,36048001,Juiz de Fora,MG,MG,-21.7595,-43.3398
2975998,OFS RJ LTDA,DROGARIA MODERNA,27264140,Volta Redonda,RJ,RJ,-22.5202,-44.0996
2978156,DROGARIA ARAUJO S A,DROGARIA ARAUJO S A FILIAL SETE DE SETEMBRO,35500011,Divinopolis,MG,MG,-20.1446,-44.8912
2968665,PREFEITURA MUNICIPAL DE CONCEICAO DO COITE,FARMACIA MUNICIPAL,48730000,Conceicao do Coite,BA,BA,-11.56,-39.2808
3778274,DROGARIA E PERFUMARIA ULTRAMINAS LTDA,DROGARIA POUPA MINAS PRIMEIRO DE JUNHO 525,35500003,Divinopolis,MG,MG,-20.1446,-44.8912
2976900,DROGARIA SAO PAULO S A,DROGARIA SAO PAULO CAMBUI 1,13010050,Campinas,SP,SP,-22.9053,-47.0659
3052249,MUNICIPIO DE MAIRI,CAF CENTRO DE ABASTECIEMTO FARMACEUTICO,44630000,Mairi,BA,BA,-11.7107,-40.1437
2961083,DROGARIA M R E BOTELHO LTDA,DROGARIA EBERLE,36080001,Juiz de Fora,MG,MG,-21.7595,-43.3398
2980126,DROGALEMOS LTDA,DROGALEMOS LTDA,35661028,Para de Minas,MG,MG,-19.8534,-44.6114
2988380,DROGARIA CIPRIANO DE SANTA ROSA S A,DROGARIA TAMOIO FL 123,24710460,Sao Goncalo,RJ,RJ,-22.8268,-43.0634
3496694,HEMATO SERVICOS DE HEMOTERAPIA LTDA,HEMATO SERVICOS DE HEMOTERAPIA LTDA,64002530,Teresina,PI,PI,-5.09194,-42.8034
4106555,KEILIANE S OLIVEIRA,FARMACIA PINHEIRO,68590000,Jacunda,PA,PA,-4.44617,-49.1153
4059700,DROGARIA SAO PAULO S A,DROGARIA SAO PAULO DSP 2332,3143000,Sao Paulo,SP,SP,-23.5329,-46.6395
4060555,FARMACIA PP VITAFARMA,VITAFARMA,89818000,Nova Itaberaba,SC,SC,-26.9428,-52.8141
4052412,MODENA SILVA LTDA,ULTRAPOPULAR,76807313,Porto Velho,RO,RO,-8.76077,-63.8999
3092631,COMERCIO DE MEDICAMENTOS BRAIR LTDA,SAO JOAO FARMACIAS,96400380,Bage,RS,RS,-31.3297,-54.0999
4081862,F DANIELE COSTA SARAIVA LTDA,FARMACIA SARAFARMA,61910105,Maracanau,CE,CE,-3.86699,-38.6259
2969467,FARMACIA MUNICIPAL,FARMACIA MUNICIPAL,75820000,Serranopolis,GO,GO,-18.3067,-51.9586
2981041,VANESSA FERREIRA LIMA PRODUTOS FARMACEUTICOS,POSTO DE MEDICAMENTOS MAIS SAUDE,44150000,Santa Barbara,BA,BA,-11.9515,-38.9681
2979594,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIAS PAGUE MENOS,60160150,Fortaleza,CE,CE,-3.71664,-38.5423
2968363,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIA PAGUE MENOS,45023490,Vitoria da Conquista,BA,BA,-14.8615,-40.8442
2974274,COMERCIO DE MEDICAMENTOS BRAIR LTDA,SAO JOAO FARMACIAS,92330000,Canoas,RS,RS,-29.9128,-51.1857
2980339,TIJUFARMA FARMACIA LTDA,TIJUFARMA,88200000,Tijucas,SC,SC,-27.2354,-48.6322
2975033,COMERCIO DE MEDICAMENTOS BRAIR LTDA,SAO JOAO FARMACIAS,90440051,Porto Alegre,RS,RS,-30.0318,-51.2065
2979934,DROGARIA JOAO GOULART LTDA,DROGA FLORIANO PEIXOTO,36015440,Juiz de Fora,MG,MG,-21.7595,-43.3398
2969602,DIMED S A DISTRIBUIDORA DE MEDICAMENTOS,PANVEL FARMACIAS,90450071,Porto Alegre,RS,RS,-30.0318,-51.2065
2968576,DROGARIAS SCHMIDT LTDA,AGAFARMA,92850000,Sertao Santana,RS,RS,-30.4562,-51.6017
2952181,VITA HEMOTERAPIA LTDA,VITA HEMOTERAPIA UNIMED BETIM,32671150,Betim,MG,MG,-19.9668,-44.2008
4007182,J C LISBOA LTDA,FARMACIA DO QUADRADO,45818000,Porto Seguro,BA,BA,-16.4435,-39.0643
4014936,EMPREENDIMENTOS FARMACEUTICOS GLOBO LTDA,DROGARIA GLOBO,64049010,Teresina,PI,PI,-5.09194,-42.8034
3888002,UNIDADE MOVEL USB 014,UNIDADE MOVEL USB 014,38640000,Riachinho,MG,MG,-16.2258,-45.9888
3888088,UNIDADE MOVEL USA 003,UNIDADE MOVEL USA 003,38616380,Unai,MG,MG,-16.3592,-46.9022
3372782,PREFEITURA MUNICIPAL DE PIRACAIA,CENTRAL DE TRANSPORTE SANITARIO,12970000,Piracaia,SP,SP,-23.0525,-46.3594
3307409,FARMACIA RIBAS LTDA,FARMACIA SAGRADA FAMILIA,89896000,Itapiranga,SC,SC,-27.1659,-53.7166
3795799,DROGARIA SAO PAULO S A,DROGARIA SAO PAULO CARAGUATATUBA,11660130,Caraguatatuba,SP,SP,-23.6125,-45.4125
3047415,SERVICOS DE HEMATOLOGIA E HEMOTERAPIA LTDA HEMOSERVICE,HEMOSERVICE CONTORNO,30110072,Belo Horizonte,MG,MG,-19.9102,-43.9266
3064050,FARMACIA TM LTDA,FARMACIA TM,45028045,Vitoria da Conquista,BA,BA,-14.8615,-40.8442
3073157,SERVICOS DE HEMATOLOGIA E HEMOTERAPIA LTDA,SERVICOS DE HEMATOLOGIA E HEMOTERAPIA UNID BENEF PORT,14010090,Ribeirao Preto,SP,SP,-21.1699,-47.8099
3336263,MEGA PRECO BAIXO FARMACIAS LTDA,MEGA PRECO BAIXO FARMACIAS,47960000,Angical,BA,BA,-12.0063,-44.7003
3833828,RAIA DROGASIL S A,DROGASIL DS1765,76900057,JiParana,RO,RO,-10.8777,-61.9322
3483673,FUNDO MUNICIPAL DE SAUDE DE CARIRI DO TOCANTINS,FARMACIA BASICA MUNICIPAL DE CARIRI DO TOCANTINS,77453000,Cariri do Tocantins,TO,TO,-11.8881,-49.1609
3821781,DROGARIA F CARVALHO LTDA,DROGARIA F CARVALHO,35505000,Divinopolis,MG,MG,-20.1446,-44.8912
3414353,RIO GRANDE DO NORTE SECRETARIA DA SAUDE PUBLICA,UNICAT SANTA CRUZ,59200000,Santa Cruz,RN,RN,-6.22475,-36.0193
4016653,GSH CORP PARTICIPACOES S A,AT VILLA NOVA STAR,4544000,Sao Paulo,SP,SP,-23.5329,-46.6395
3949826,ROCHA E MESSIAS LTDA,FARMACIA JOBFARMA,45260139,Pocoes,BA,BA,-14.5234,-40.3634
3903303,FARMACIA GAIVOTA LTDA,FARMACIA GAIVOTA,88955000,Balneario Gaivota,SC,SC,-29.1527,-49.5841
3808947,MUNICIPIO DE PENHA,FARMACIA POLICLINICA,88385000,Penha,SC,SC,-26.7754,-48.6465
4011511,CENTRAL FARMA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,CENTRAL FARMA,61900540,Maracanau,CE,CE,-3.86699,-38.6259
3856658,CONSORCIO INTERMUNICIPAL DE SAUDE DA REDE DE URGENCIA E EMER,BASE DESCENTRALIZADA ANTONIO DIAS,35177000,Antonio Dias,MG,MG,-19.6491,-42.8732
3881873,UNIDADE MOVEL USB 011,UNIDADE MOVEL USB 011,38660000,Buritis,MG,MG,-15.6218,-46.4221
3888096,UNIDADE MOVEL USB 007,UNIDADE MOVEL USB 007,38616380,Unai,MG,MG,-16.3592,-46.9022
4088468,F J ARAGAO MACIEL,FARMACIA MENOR PRECO,62010660,Sobral,CE,CE,-3.68913,-40.3482
3643514,FARMAVIP DROGARIA E MANIPULACAO LTDA,PHARMA X,96020080,Pelotas,RS,RS,-31.7649,-52.3371
2971143,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIA PAGUE MENOS,69053140,Manaus,AM,AM,-3.11866,-60.0212
2968061,IRMAOS MATTAR E CIA LTDA,FARMACIA INDIANA 63,35164213,Ipatinga,MG,MG,-19.4703,-42.5476
4013263,FARMARCIA MAIS POPULAR LTDA,FARMACIA MAIS POPULAR,88955000,Balneario Gaivota,SC,SC,-29.1527,-49.5841
4060660,COMERCIO DE MEDICAMENTOS BRAIR LTDA,SAO JOAO FARMACIAS,86186020,Cambe,PR,PR,-23.2766,-51.2798
9546774,MUNICIPIO DE PETROPOLIS,POLO DE ASSISTENCIA FARMACEUTICA INTEGRADO I,25610000,Petropolis,RJ,RJ,-22.52,-43.1926
9670343,COMERCIO DE MEDICAMENTOS BRAIR LTDA,SAO JOAO FARMACIAS,99010070,Passo Fundo,RS,RS,-28.2576,-52.4091
9656146,WF CONTROL APOIO A GESTAO DE SAUDE E ATIVIDADES EMPRESARIAIS,UNIDADE MOVEL TIPO B USB WF 32,69053135,Manaus,AM,AM,-3.11866,-60.0212
9668217,MUNICIPIO DE BIRITINGA,FARMACIA BASICA DE BIRITINGA,48780000,Biritinga,BA,BA,-11.6072,-38.8051
9600760,DROGARIAS PACHECO S A,DROGARIA PACHECO,29190105,Aracruz,ES,ES,-19.82,-40.2764
9601376,DROGARIA SAO PAULO S A,DROGARIA SAO PAULO 541 MOEMA II,4077020,Sao Paulo,SP,SP,-23.5329,-46.6395
9598316,MUNICIPIO DE TABOAO DA SERRA,FARMACIA DE ALTO CUSTO DE TABOAO DA SERRA,6763290,Taboao da Serra,SP,SP,-23.6019,-46.7526
9578935,PREFEITURA MUNICIPAL DE SALES OLIVEIRA,FARMACIA MUNICIPAL DE SALES OLIVEIRA,14660000,Sales Oliveira,SP,SP,-20.7696,-47.8369
9584722,LABORATORIOS REUNIDOS DA ALTA PAULISTA LTDA,LABORATORIOS REUNIDOS DA ALTA PAULISTA LTDA,17604020,Tupa,SP,SP,-21.9335,-50.5191
2948923,COMERCIO DE MEDICAMENTOS BRAIR LTDA,SAO JOAO FARMACIAS,95034240,Caxias do Sul,RS,RS,-29.1629,-51.1792
2937050,PREFEITURA MUNICIPAL DE VALE VERDE,FARMACIA,95833000,Vale Verde,RS,RS,-29.7864,-52.1857
2968827,DROGARIA NOVA FARMA EIRELLI ME,DROGARIA NOVA FARMA,78445000,Santa Rita do Trivelato,MT,MT,-13.8146,-55.2706
2972263,DROGARIA AGUIA BRANCA LTDA,DROGARIA AGUIA BRANCA,78450109,Nova Mutum,MT,MT,-13.8374,-56.0743
3072355,M J DE LIMA PONTES LTDA,UPAS FARMA,69911108,Rio Branco,AC,AC,-9.97499,-67.8243
2961482,SAUDE E VIDA EMERGENCIAS MEDICAS LTDA,SAUDE E VIDA,13720240,Sao Jose do Rio Pardo,SP,SP,-21.5953,-46.8873
2948214,IRMAOS MATTAR CIA LTDA,FARMACIA INDIANA,29890000,Montanha,ES,ES,-18.1303,-40.3668
2994739,COMERCIO DE MEDICAMENTOS BRAIR LTDA,SAO JOAO FARMACIAS,95870000,Bom Retiro do Sul,RS,RS,-29.6071,-51.9456
3061140,DROGARIA SAO PAULO S A,DROGARIA SAO PAULO 2343 VILA DIVA III,3374000,Sao Paulo,SP,SP,-23.5329,-46.6395
3071545,IMIFARMA PRODUTOS FARMACEUTICOS E COSMETICOS SA,FARMACIA EXTRAFARMA JULIO CEZAR,66613010,Belem,PA,PA,-1.4554,-48.4898
2970554,DROGARIA M R E BOTELHO LTDA,POUPE MAIS FARMA,36080001,Juiz de Fora,MG,MG,-21.7595,-43.3398
2979764,COMERCIO DE MEDICAMENTOS BRAIR LTDA,SAO JOAO FARMACIAS,87890000,Terra Rica,PR,PR,-22.7111,-52.6188
2966042,FARMACIA EZEQUIEL MARIANO LTDA,NOVA FARMA MARIANO,89150000,Presidente Getulio,SC,SC,-27.0474,-49.6246
2948974,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIA PAGUE MENOS,69073282,Manaus,AM,AM,-3.11866,-60.0212
2971097,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIA PAGUE MENOS,69058830,Manaus,AM,AM,-3.11866,-60.0212
2967944,IRMAOS MATTAR CIA LTDA,FARMACIA INDIANA IGUACU,35162082,Ipatinga,MG,MG,-19.4703,-42.5476
2963752,IMIFARMA PRODUTOS FARMACEUTICOS E COSMETICOS SA,,68508180,Maraba,PA,PA,-5.38075,-49.1327
2904098,PREFEITURA DE SAO GONCALO DO ABAETE,UNIDADE MUNICIPAL DE VIGILANCIA EM SAUDE,38790000,Sao Goncalo do Abaete,MG,MG,-18.3315,-45.8265
2972565,EMPREENDIMENTOS FARMACEUTICOS GLOBO LTDA,DROGARIA GLOBO,64018505,Teresina,PI,PI,-5.09194,-42.8034
2976226,DROGARIA CORREA LTDA,DROGA VIDA,35640000,Pompeu,MG,MG,-19.2257,-45.0141
2995301,DROGARIA SAO PAULO S A,DROGARIA SAO PAULO,44430082,Santo Antonio de Jesus,BA,BA,-12.9614,-39.2584
2949539,ANA M DA SILVA LTDA,FARMACIA POPULAR,76983318,Vilhena,RO,RO,-12.7502,-60.1488
2954435,RAIA DROGASIL S A,DROGASIL PRIMEIRO DE JUNHO,35500260,Divinopolis,MG,MG,-20.1446,-44.8912
3066843,PREFEITURA MUNICIPAL DE RIO BONITO,FARMACIA DO COMPONENTE ESPECIALIZADO DO ESTADO,28800000,Rio Bonito,RJ,RJ,-22.7181,-42.6276
3090353,MR COMERCIO DE MEDICAMENTOS LTDA,FARMACIA DOS TRABALHADORES DE RONDONIA FTR,76821510,Porto Velho,RO,RO,-8.76077,-63.8999
2977370,CAL FRANCISQUINI FARMACIA EMPREENDIMENTO LTDA,DROGARIA MAIS NOVA OPCAO,36010110,Juiz de Fora,MG,MG,-21.7595,-43.3398
2966506,DIMED S A DISTRIBUIDORA DE MEDICAMENTOS,PANVEL FARMACIAS,88495000,Garopaba,SC,SC,-28.0275,-48.6192
2895625,R C S FARMACIA LTDA,ULTRAFARMA,4522031,Sao Paulo,SP,SP,-23.5329,-46.6395
2941171,MAX POPULAR COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,DROGARIA MAX POPULAR,76847000,Porto Velho,RO,RO,-8.76077,-63.8999
2940671,EMPREENDIMENTOS FARMACEUTICOS GLOBO LTDA,FARMACIA GLOBO,64215293,Parnaiba,PI,PI,-2.90585,-41.7754
991155,MUNICIPIO DE SAO BENTO DO UNA,SERVICO DE ATENDIMENTO MOVEL DE URGENCIA SAMU,55370000,Sao Bento do Una,PE,PE,-8.52637,-36.4465
2894203,TADZIO FERNANDES BARROSO,DROGAGIL,39655000,Leme do Prado,MG,MG,-17.0793,-42.6936
2886839,FARMACIA LJ FARMA LTDA,LJ FARMA,29885000,Ponto Belo,ES,ES,-18.1253,-40.5458
2485877,MUNICIPAL DE VILA VELHA,PRONTO ATENDIMENTO DE COBILANDIA,29111240,Vila Velha,ES,ES,-20.3417,-40.2875
2888130,PREFEITURA MUNICIPAL DA ILHA DE ITAMARACA,FARMACIA AMBULATORIAL ILHA DE ITAMARACA,53900000,Ilha de Itamaraca,PE,PE,-7.74766,-34.8303
2886898,COMERCIO DE MEDICAMENTOS BRAIR LTDA,SAO JOAO FARMACIAS,96780018,Camaqua,RS,RS,-30.8489,-51.8043
2889919,PEDRO AUGUSTO RIBEIRO BATISTA FARMACIA,DROGAMED,86840000,Faxinal,PR,PR,-24.0077,-51.3227
2875411,FARMACIA CENTRAL ARROIO DO MEIO,FARMACIA CENTRAL ARROIO DO MEIO,95940000,Arroio do Meio,RS,RS,-29.4014,-51.9557
2892944,DROGARIA ALMEIDA ROCHA LTDA,MINAS FARMA,29216705,Guarapari,ES,ES,-20.6772,-40.5093
2894629,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIA PAGUE MENOS 2,55293000,Garanhuns,PE,PE,-8.88243,-36.4966
2902710,IMIFARMA PRODUTOS FARMACEUTICOS E COSMETICOS SA,EXTRAFARMA III,77813410,Araguaina,TO,TO,-7.19238,-48.2044
2889544,J CARVALHO QUEIROZ LTDA,FARMACIA ULTRA ECONOMICA,45028045,Vitoria da Conquista,BA,BA,-14.8615,-40.8442
2894874,JF2 PHARMACIAS DE MANIPULACAO LTDA,JF2 PHARMACIAS DE MANIPULACAO,36025160,Juiz de Fora,MG,MG,-21.7595,-43.3398
2904934,DROGARIA DIVINOPOLIS LTDA,DROGARIA EXTRA POPULAR,35500003,Divinopolis,MG,MG,-20.1446,-44.8912
